"SPE号","ATM数据","百分比","适配层/百分比例","VPI/VCI","承载格式","协议/端口","比例","主要IP","主要用户"
"第1个STS SPE(45M)","有效数据","AAL数量: 2542074902字节, 比例: 34.23%","AAL1数量: 1780289250字节, 比例: 70.03%","0000: 2196","(2012-12-15)AAL1结构化24: 时隙号：14,数据类型：话音,记录条数：98,记录字节数：385883200",""," 数量：2936026560字节, 比例：16.38%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2542074902字节, 比例: 34.23%","AAL1数量: 1780289250字节, 比例: 70.03%","0000: 2196","(2012-12-15)AAL1结构化24: 时隙号：15,数据类型：话音,记录条数：98,记录字节数：385881040",""," 数量：2936026560字节, 比例：16.38%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2542074902字节, 比例: 34.23%","AAL1数量: 1780289250字节, 比例: 70.03%","0000: 2196","(2012-12-15)AAL1结构化24: 时隙号：16,数据类型：话音,记录条数：98,记录字节数：385828528",""," 数量：2936026560字节, 比例：16.38%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2542074902字节, 比例: 34.23%","AAL1数量: 1780289250字节, 比例: 70.03%","0000: 2196","(2012-12-15)AAL1结构化24: 时隙号：17,数据类型：话音,记录条数：98,记录字节数：385881568",""," 数量：2936026560字节, 比例：16.38%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2542074902字节, 比例: 34.23%","AAL1数量: 1780289250字节, 比例: 70.03%","0000: 2196","(2012-12-15)AAL1结构化24: 时隙号：18,数据类型：话音,记录条数：98,记录字节数：385887792",""," 数量：2936026560字节, 比例：16.38%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2542074902字节, 比例: 34.23%","AAL1数量: 1780289250字节, 比例: 70.03%","0000: 2196","(2012-12-15)AAL1结构化24: 时隙号：19,数据类型：话音,记录条数：98,记录字节数：385887296",""," 数量：2936026560字节, 比例：16.38%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2542074902字节, 比例: 34.23%","AAL1数量: 1780289250字节, 比例: 70.03%","0000: 2196","(2012-12-15)AAL1结构化24: 时隙号：20,数据类型：话音,记录条数：98,记录字节数：385833120",""," 数量：2936026560字节, 比例：16.38%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2542074902字节, 比例: 34.23%","AAL1数量: 1780289250字节, 比例: 70.03%","0000: 2196","(2012-12-15)AAL1结构化24: 时隙号：21,数据类型：话音,记录条数：98,记录字节数：385889472",""," 数量：2936026560字节, 比例：16.38%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2542074902字节, 比例: 34.23%","AAL1数量: 1780289250字节, 比例: 70.03%","0000: 2196","(2012-12-15)AAL1结构化24: 时隙号：22,数据类型：话音,记录条数：98,记录字节数：385887776",""," 数量：2936026560字节, 比例：16.38%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2542074902字节, 比例: 34.23%","AAL1数量: 1780289250字节, 比例: 70.03%","0000: 2196","(2012-12-15)AAL1结构化24: 时隙号：23,数据类型：话音,记录条数：98,记录字节数：385888368",""," 数量：2936026560字节, 比例：16.38%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2542074902字节, 比例: 34.23%","AAL1数量: 1780289250字节, 比例: 70.03%","0000: 2144","(2012-12-15)AAL1结构化24: 时隙号：1,数据类型：未知报文,记录条数：14,记录字节数：4368354",""," 数量：2937309072字节, 比例：16.38%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2542074902字节, 比例: 34.23%","AAL1数量: 1780289250字节, 比例: 70.03%","0000: 2144","(2012-12-15)AAL1结构化24: 时隙号：1,数据类型：话音,记录条数：558,记录字节数：199335768",""," 数量：2937309072字节, 比例：16.38%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2542074902字节, 比例: 34.23%","AAL1数量: 1780289250字节, 比例: 70.03%","0000: 2144","(2012-12-15)AAL1结构化24: 时隙号：2,数据类型：话音,记录条数：579,记录字节数：215059172",""," 数量：2937309072字节, 比例：16.38%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2542074902字节, 比例: 34.23%","AAL1数量: 1780289250字节, 比例: 70.03%","0000: 2144","(2012-12-15)AAL1结构化24: 时隙号：2,数据类型：未知报文,记录条数：9,记录字节数：3734969",""," 数量：2937309072字节, 比例：16.38%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2542074902字节, 比例: 34.23%","AAL1数量: 1780289250字节, 比例: 70.03%","0000: 2144","(2012-12-15)AAL1结构化24: 时隙号：3,数据类型：未知报文,记录条数：14,记录字节数：5906554",""," 数量：2937309072字节, 比例：16.38%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2542074902字节, 比例: 34.23%","AAL1数量: 1780289250字节, 比例: 70.03%","0000: 2144","(2012-12-15)AAL1结构化24: 时隙号：3,数据类型：话音,记录条数：415,记录字节数：137623036",""," 数量：2937309072字节, 比例：16.38%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2542074902字节, 比例: 34.23%","AAL1数量: 1780289250字节, 比例: 70.03%","0000: 2144","(2012-12-15)AAL1结构化24: 时隙号：4,数据类型：话音,记录条数：531,记录字节数：186626840",""," 数量：2937309072字节, 比例：16.38%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2542074902字节, 比例: 34.23%","AAL1数量: 1780289250字节, 比例: 70.03%","0000: 2144","(2012-12-15)AAL1结构化24: 时隙号：5,数据类型：话音,记录条数：519,记录字节数：188659340",""," 数量：2937309072字节, 比例：16.38%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2542074902字节, 比例: 34.23%","AAL1数量: 1780289250字节, 比例: 70.03%","0000: 2144","(2012-12-15)AAL1结构化24: 时隙号：6,数据类型：话音,记录条数：539,记录字节数：196027348",""," 数量：2937309072字节, 比例：16.38%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2542074902字节, 比例: 34.23%","AAL1数量: 1780289250字节, 比例: 70.03%","0000: 2144","(2012-12-15)AAL1结构化24: 时隙号：7,数据类型：话音,记录条数：518,记录字节数：185758780",""," 数量：2937309072字节, 比例：16.38%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2542074902字节, 比例: 34.23%","AAL1数量: 1780289250字节, 比例: 70.03%","0000: 2144","(2012-12-15)AAL1结构化24: 时隙号：7,数据类型：未知报文,记录条数：57,记录字节数：226002829",""," 数量：2937309072字节, 比例：16.38%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2542074902字节, 比例: 34.23%","AAL1数量: 1780289250字节, 比例: 70.03%","0000: 2144","(2012-12-15)AAL1结构化24: 时隙号：8,数据类型：话音,记录条数：555,记录字节数：182192420",""," 数量：2937309072字节, 比例：16.38%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2542074902字节, 比例: 34.23%","AAL1数量: 1780289250字节, 比例: 70.03%","0000: 2144","(2012-12-15)AAL1结构化24: 时隙号：9,数据类型：话音,记录条数：531,记录字节数：187240668",""," 数量：2937309072字节, 比例：16.38%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2542074902字节, 比例: 34.23%","AAL1数量: 1780289250字节, 比例: 70.03%","0000: 2144","(2012-12-15)AAL1结构化24: 时隙号：10,数据类型：话音,记录条数：530,记录字节数：185101060",""," 数量：2937309072字节, 比例：16.38%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2542074902字节, 比例: 34.23%","AAL1数量: 1780289250字节, 比例: 70.03%","0000: 2144","(2012-12-15)AAL1结构化24: 时隙号：11,数据类型：话音,记录条数：549,记录字节数：197823652",""," 数量：2937309072字节, 比例：16.38%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2542074902字节, 比例: 34.23%","AAL1数量: 1780289250字节, 比例: 70.03%","0000: 2144","(2012-12-15)AAL1结构化24: 时隙号：12,数据类型：话音,记录条数：516,记录字节数：183122344",""," 数量：2937309072字节, 比例：16.38%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2542074902字节, 比例: 34.23%","AAL1数量: 1780289250字节, 比例: 70.03%","0000: 2144","(2012-12-15)AAL1结构化24: 时隙号：13,数据类型：话音,记录条数：375,记录字节数：123081204",""," 数量：2937309072字节, 比例：16.38%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2542074902字节, 比例: 34.23%","AAL1数量: 1780289250字节, 比例: 70.03%","0000: 2144","(2012-12-15)AAL1结构化24: 时隙号：14,数据类型：话音,记录条数：554,记录字节数：180482672",""," 数量：2937309072字节, 比例：16.38%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2542074902字节, 比例: 34.23%","AAL1数量: 1780289250字节, 比例: 70.03%","0000: 2144","(2012-12-15)AAL1结构化24: 时隙号：15,数据类型：话音,记录条数：543,记录字节数：196519516",""," 数量：2937309072字节, 比例：16.38%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2542074902字节, 比例: 34.23%","AAL1数量: 1780289250字节, 比例: 70.03%","0000: 2144","(2012-12-15)AAL1结构化24: 时隙号：16,数据类型：话音,记录条数：546,记录字节数：198489332",""," 数量：2937309072字节, 比例：16.38%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2542074902字节, 比例: 34.23%","AAL1数量: 1780289250字节, 比例: 70.03%","0000: 2144","(2012-12-15)AAL1结构化24: 时隙号：17,数据类型：话音,记录条数：530,记录字节数：186353024",""," 数量：2937309072字节, 比例：16.38%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2542074902字节, 比例: 34.23%","AAL1数量: 1780289250字节, 比例: 70.03%","0000: 2144","(2012-12-15)AAL1结构化24: 时隙号：18,数据类型：话音,记录条数：534,记录字节数：187974112",""," 数量：2937309072字节, 比例：16.38%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2542074902字节, 比例: 34.23%","AAL1数量: 1780289250字节, 比例: 70.03%","0000: 2144","(2012-12-15)AAL1结构化24: 时隙号：19,数据类型：话音,记录条数：540,记录字节数：190336388",""," 数量：2937309072字节, 比例：16.38%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2542074902字节, 比例: 34.23%","AAL1数量: 1780289250字节, 比例: 70.03%","0000: 2144","(2012-12-15)AAL1结构化24: 时隙号：20,数据类型：话音,记录条数：440,记录字节数：158404912",""," 数量：2937309072字节, 比例：16.38%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2542074902字节, 比例: 34.23%","AAL1数量: 1780289250字节, 比例: 70.03%","0000: 2144","(2012-12-15)AAL1结构化24: 时隙号：21,数据类型：话音,记录条数：547,记录字节数：193980612",""," 数量：2937309072字节, 比例：16.38%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2542074902字节, 比例: 34.23%","AAL1数量: 1780289250字节, 比例: 70.03%","0000: 2144","(2012-12-15)AAL1结构化24: 时隙号：22,数据类型：话音,记录条数：566,记录字节数：200245096",""," 数量：2937309072字节, 比例：16.38%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2542074902字节, 比例: 34.23%","AAL1数量: 1780289250字节, 比例: 70.03%","0000: 2144","(2012-12-15)AAL1结构化24: 时隙号：23,数据类型：未知报文,记录条数：14,记录字节数：4172816",""," 数量：2937309072字节, 比例：16.38%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2542074902字节, 比例: 34.23%","AAL1数量: 1780289250字节, 比例: 70.03%","0000: 2144","(2012-12-15)AAL1结构化24: 时隙号：23,数据类型：话音,记录条数：543,记录字节数：218865052",""," 数量：2937309072字节, 比例：16.38%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2542074902字节, 比例: 34.23%","AAL1数量: 1780289250字节, 比例: 70.03%","0000: 2197","(2012-12-15)AAL1结构化24: 时隙号：1,数据类型：话音,记录条数：101,记录字节数：391754112",""," 数量：2946275040字节, 比例：16.43%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2542074902字节, 比例: 34.23%","AAL1数量: 1780289250字节, 比例: 70.03%","0000: 2197","(2012-12-15)AAL1结构化24: 时隙号：2,数据类型：话音,记录条数：101,记录字节数：391760368",""," 数量：2946275040字节, 比例：16.43%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2542074902字节, 比例: 34.23%","AAL1数量: 1780289250字节, 比例: 70.03%","0000: 2197","(2012-12-15)AAL1结构化24: 时隙号：3,数据类型：话音,记录条数：101,记录字节数：391760368",""," 数量：2946275040字节, 比例：16.43%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2542074902字节, 比例: 34.23%","AAL1数量: 1780289250字节, 比例: 70.03%","0000: 2197","(2012-12-15)AAL1结构化24: 时隙号：4,数据类型：话音,记录条数：101,记录字节数：391767168",""," 数量：2946275040字节, 比例：16.43%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2542074902字节, 比例: 34.23%","AAL1数量: 1780289250字节, 比例: 70.03%","0000: 2197","(2012-12-15)AAL1结构化24: 时隙号：5,数据类型：话音,记录条数：101,记录字节数：391760336",""," 数量：2946275040字节, 比例：16.43%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2542074902字节, 比例: 34.23%","AAL1数量: 1780289250字节, 比例: 70.03%","0000: 2197","(2012-12-15)AAL1结构化24: 时隙号：6,数据类型：话音,记录条数：101,记录字节数：391760896",""," 数量：2946275040字节, 比例：16.43%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2542074902字节, 比例: 34.23%","AAL1数量: 1780289250字节, 比例: 70.03%","0000: 2197","(2012-12-15)AAL1结构化24: 时隙号：7,数据类型：话音,记录条数：101,记录字节数：391760896",""," 数量：2946275040字节, 比例：16.43%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2542074902字节, 比例: 34.23%","AAL1数量: 1780289250字节, 比例: 70.03%","0000: 2197","(2012-12-15)AAL1结构化24: 时隙号：8,数据类型：话音,记录条数：101,记录字节数：391766608",""," 数量：2946275040字节, 比例：16.43%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2542074902字节, 比例: 34.23%","AAL1数量: 1780289250字节, 比例: 70.03%","0000: 2197","(2012-12-15)AAL1结构化24: 时隙号：9,数据类型：话音,记录条数：101,记录字节数：391759776",""," 数量：2946275040字节, 比例：16.43%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2542074902字节, 比例: 34.23%","AAL1数量: 1780289250字节, 比例: 70.03%","0000: 2197","(2012-12-15)AAL1结构化24: 时隙号：10,数据类型：话音,记录条数：101,记录字节数：391765008",""," 数量：2946275040字节, 比例：16.43%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2542074902字节, 比例: 34.23%","AAL1数量: 1780289250字节, 比例: 70.03%","0000: 2197","(2012-12-15)AAL1结构化24: 时隙号：11,数据类型：话音,记录条数：101,记录字节数：391762768",""," 数量：2946275040字节, 比例：16.43%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2542074902字节, 比例: 34.23%","AAL1数量: 1780289250字节, 比例: 70.03%","0000: 2197","(2012-12-15)AAL1结构化24: 时隙号：12,数据类型：话音,记录条数：101,记录字节数：391772432",""," 数量：2946275040字节, 比例：16.43%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2542074902字节, 比例: 34.23%","AAL1数量: 1780289250字节, 比例: 70.03%","0000: 2197","(2012-12-15)AAL1结构化24: 时隙号：13,数据类型：话音,记录条数：101,记录字节数：391763856",""," 数量：2946275040字节, 比例：16.43%","",""
"第1个STS SPE(45M)","有效数据","AAL数量: 2542074902字节, 比例: 34.23%","AAL1数量: 1780289250字节, 比例: 70.03%","0000: 2197","(2012-12-15)AAL1结构化24: 时隙号：14,数据类型：话音,记录条数：101,记录字节数：391767152",""," 数量：2946275040字节, 比例：16.43%","",""
